fixedAcidity,volatileAcidity,citricAcid,residualSugar,chlorides,freeSulfurDioxide,totalSulfurDioxide,density,pH,sulphates,alcohol,quality,predictedQuality
0.513157894736842,0.1862745098039215,0.41,0.037117903930131,0.0572289156626506,0.0313588850174216,0.1252900232018561,0.2413342053629818,0.2021276595744684,0.4189189189189189,0.6451612903225807,0,1
0.5789473684210525,0.1470588235294118,0.4,0.1572052401746725,0.0632530120481928,0.0522648083623693,0.2320185614849187,0.4964028776978436,0.3617021276595746,0.3783783783783784,0.2741935483870967,0,0
0.3157894736842104,0.0784313725490196,0.4,0.0393013100436681,0.0903614457831325,0.1602787456445993,0.3109048723897912,0.267495094833221,0.7872340425531914,0.3648648648648649,0.7096774193548389,1,1
0.2631578947368421,0.5686274509803922,0.48,0.0262008733624454,0.0451807228915662,0.0940766550522648,0.1531322505800464,0.1366906474820102,0.5638297872340425,0.1891891891891892,0.774193548387097,1,1
0.3947368421052631,0.2352941176470588,0.36,0.0611353711790393,0.0572289156626506,0.1219512195121951,0.2436194895591647,0.2282537606278621,0.3191489361702129,0.6216216216216216,0.6935483870967744,1,0
0.2105263157894736,0.1862745098039215,0.2,0.6266375545851529,0.0903614457831325,0.0696864111498257,0.3944315545243619,0.594506213211248,0.6063829787234043,0.1621621621621621,0.3548387096774192,0,0
0.4078947368421052,0.196078431372549,0.43,0.0480349344978166,0.1987951807228916,0.0662020905923344,0.2645011600928074,0.2217135382603023,0.4148936170212765,0.2297297297297297,0.774193548387097,0,1
0.4210526315789473,0.0980392156862745,0.31,0.0349344978165938,0.1325301204819277,0.1254355400696864,0.3665893271461717,0.391759319816872,0.3829787234042555,0.3783783783783784,0.3225806451612903,1,1
0.2631578947368421,0.3725490196078431,0.25,0.165938864628821,0.1566265060240964,0.2090592334494773,0.4593967517401392,0.4440810987573578,0.4787234042553191,0.3648648648648649,0.2903225806451614,0,0
0.2631578947368421,0.0784313725490196,0.33,0.0218340611353711,0.1295180722891566,0.0662020905923344,0.1693735498839907,0.2544146500981014,0.5531914893617019,0.2837837837837838,0.467741935483871,1,0
0.3684210526315788,0.3823529411764705,0.07,0.0218340611353711,0.0632530120481928,0.0522648083623693,0.3294663573085847,0.2544146500981014,0.2340425531914894,0.1216216216216216,0.4032258064516129,0,0
0.2631578947368421,0.2647058823529411,0.03,0.0262008733624454,0.1506024096385542,0.0940766550522648,0.2575406032482598,0.4113799869195514,0.4468085106382981,0.3918918918918919,0.1774193548387096,0,0
0.3289473684210526,0.1666666666666666,0.13,0.0262008733624454,0.0813253012048192,0.2752613240418118,0.382830626450116,0.3198168737737068,0.3617021276595746,0.2297297297297297,0.2903225806451614,0,0
0.3289473684210526,0.1470588235294118,0.31,0.0655021834061135,0.0963855421686747,0.0975609756097561,0.2018561484918793,0.3590582079790729,0.5638297872340425,0.5270270270270271,0.4354838709677419,1,1
0.4210526315789473,0.1568627450980391,0.29,0.4148471615720524,0.108433734939759,0.0662020905923344,0.222737819025522,0.594506213211248,0.351063829787234,0.1351351351351351,0.2419354838709677,0,0
0.2368421052631578,0.1862745098039215,0.28,0.1834061135371179,0.1475903614457831,0.1010452961672473,0.445475638051044,0.6075866579463677,0.9468085106382976,0.6216216216216216,0.3225806451612903,0,0
0.3815789473684209,0.2549019607843137,0.2,0.2401746724890829,0.1475903614457831,0.156794425087108,0.3596287703016241,0.4898626553302837,0.3936170212765957,0.2297297297297297,0.3225806451612903,0,0
0.3552631578947368,0.1274509803921568,0.33,0.0524017467248908,0.0602409638554217,0.1602787456445993,0.2946635730858468,0.1824722040549362,0.4787234042553191,0.2162162162162161,0.7419354838709677,1,1
0.4210526315789473,0.1666666666666666,0.37,0.5633187772925765,0.1385542168674698,0.1742160278745644,0.4245939675174014,0.6795291039895401,0.2127659574468086,0.2567567567567567,0.1774193548387096,0,1
0.4210526315789473,0.1666666666666666,0.37,0.5633187772925765,0.1385542168674698,0.1742160278745644,0.4245939675174014,0.6795291039895401,0.2127659574468086,0.2567567567567567,0.1774193548387096,0,1
0.3947368421052631,0.1862745098039215,0.46,0.7925764192139738,0.1144578313253012,0.1498257839721254,0.5707656612529002,0.8430346631785499,0.2553191489361703,0.3648648648648649,0.1451612903225807,0,0
0.3947368421052631,0.2254901960784313,0.5,0.554585152838428,0.1265060240963855,0.229965156794425,0.4315545243619489,0.7253106605624589,0.2234042553191488,0.2972972972972972,0.1935483870967741,0,0
0.3289473684210526,0.3235294117647058,0.34,0.3755458515283842,0.1054216867469879,0.0940766550522648,0.3271461716937355,0.6337475474166142,0.4468085106382981,0.3513513513513513,0.1774193548387096,0,0
0.1710526315789473,0.3970588235294117,0.0,0.0393013100436681,0.1536144578313253,0.0209059233449477,0.2180974477958236,0.4506213211249176,0.882978723404255,0.2027027027027027,0.2741935483870967,0,1
0.3947368421052631,0.2254901960784313,0.5,0.554585152838428,0.1265060240963855,0.229965156794425,0.4315545243619489,0.7253106605624589,0.2234042553191488,0.2972972972972972,0.1935483870967741,0,0
0.2236842105263158,0.2745098039215686,0.04,0.222707423580786,0.0963855421686747,0.0662020905923344,0.1809744779582366,0.4113799869195514,0.4468085106382981,0.3513513513513513,0.3548387096774192,0,0
0.4736842105263157,0.1568627450980391,0.32,0.5065502183406114,0.1204819277108433,0.1393728222996515,0.2993039443155452,0.7383911052975785,0.2234042553191488,0.3918918918918919,0.1290322580645162,0,1
0.4210526315789473,0.3039215686274509,0.23,0.2794759825327511,0.0572289156626506,0.0940766550522648,0.271461716937355,0.4506213211249176,0.3617021276595746,0.2297297297297297,0.4032258064516129,0,0
0.1973684210526315,0.1764705882352941,0.25,0.4279475982532751,0.0180722891566265,0.0174216027874564,0.111368909512761,0.4506213211249176,0.6276595744680852,0.1621621621621621,0.4193548387096774,0,0
0.3026315789473683,0.1568627450980391,0.32,0.3056768558951965,0.072289156626506,0.1602787456445993,0.4501160092807424,0.5683453237410088,0.6914893617021277,0.3918918918918919,0.2741935483870967,1,1
0.3026315789473683,0.338235294117647,0.4,0.5458515283842795,0.072289156626506,0.1986062717770035,0.5382830626450116,0.7056899934597793,0.4574468085106383,0.4324324324324323,0.1612903225806451,0,0
