fixedAcidity,volatileAcidity,citricAcid,residualSugar,chlorides,freeSulfurDioxide,totalSulfurDioxide,density,pH,sulphates,alcohol,quality
1.215856282633455,-1.0233656048958883,0.3197169517022749,-1.0378892544489613,-0.26809700148145904,-1.0418488678790963,-1.4570837279180442,-0.7134373288603666,-0.037196236976925964,1.2259626904719083,0.27788190437453175,0
1.6920402053358532,1.1097433502396479,2.3422937314495624,2.585689283810952,-0.26809700148145904,0.33571819542823006,0.7281413645148187,2.063139699315562,-1.3798411545933746,1.5720444787801477,-0.5737776997700638,0
-0.33174146614933864,-1.1122451446932022,0.40062002289216647,-0.9776635723726192,-0.5798377008785045,-0.3806166774915797,-0.6235442596704573,-0.9166015016537429,0.43272948418882956,0.5337991138554303,0.7424235066352194,1
-0.8079253888517358,3.2428523053751843,1.2096507347910814,-1.0378892544489613,-0.6967404631523966,-0.3255139949592866,-1.4570837279180442,-1.6615368018960597,0.969787451235409,-0.8505280393775264,1.826353911910158,1
-0.45078744682493765,0.13206841246919382,-1.5410536856652297,0.2268500691542217,-0.1122266517829364,-0.05000058229782133,-0.15045429120561074,0.4716870124342589,0.23133274654636377,0.10119687847013109,-0.7286249005236258,0
-0.5698334275005367,0.13206841246919382,0.40062002289216647,-0.6966103893496898,-0.3460321763307205,-0.8765408202822171,-0.84882519703467,-0.9843228925848557,-0.10432848285774989,-1.1966098276857657,0.4327291051280938,1
-0.09364950479813955,-0.3123292865173761,0.7242323076517323,-0.9375131176550578,0.08261128534021721,0.33571819542823006,-0.39826332230624467,-0.3748303742047647,1.909638893566923,-0.07184401568398863,0.04561110324418727,1
0.8587183406066559,3.331731845172498,-1.5410536856652297,-0.9776635723726192,1.0568009709559842,-0.5459247250884588,0.6380289895691336,-0.13780550594583207,-0.909915433427619,0.18771732554719095,-0.8834721012771879,0
-0.45078744682493765,0.843104730847706,-0.8129260449562061,-0.19472970538017256,0.16054646018947838,-0.5459247250884588,0.20999520857712953,-0.23938759234253895,0.3655972383080086,-1.1966098276857657,-0.3415068986397193,0
0.5015803985798577,-0.4900883661120043,0.481523094082058,2.324711328146803,0.39435198473726274,0.5561289255574023,0.20999520857712953,1.9615576129188925,0.16420050066553984,-1.110089380608706,-1.425437303914658,0
0.5015803985798577,-0.4900883661120043,0.481523094082058,2.324711328146803,0.39435198473726274,0.5561289255574023,0.20999520857712953,1.9615576129188925,0.16420050066553984,-1.110089380608706,-1.425437303914658,0
-0.8079253888517358,1.37638196963159,-0.5702168313865316,-0.39548197896797943,0.6281575092850468,1.5479772111386774,1.4940965515531417,-0.036223419549162764,0.5669939759504744,0.2742377726242508,-0.49635409939328134,0
