fixedAcidity,volatileAcidity,citricAcid,residualSugar,chlorides,freeSulfurDioxide,totalSulfurDioxide,density,pH,sulphates,alcohol,quality,predictedQuality,0prob,1prob
1.4539482439846532,-0.223449746720062,0.6433292364618407,-0.9877011860520096,-0.5408701134538738,-1.3173622805405616,-1.7274208527550994,-1.1197656744470814,-1.3127089087125507,0.6203195609324902,1.206965108895907,0,1,0.01249485871147527,0.9875051412885252
2.0491781473626505,-0.5789679059093181,0.5624261652719496,-0.4356324336855408,-0.4629349386046124,-0.9867461853468033,-0.6911285408797211,0.2008014487097698,-0.3057252205002156,0.3607582197013106,-0.5737776997700638,0,0,0.6478487582282167,0.35215124177178375
-0.3317414661493386,-1.201124684490516,0.5624261652719496,-0.9776635723726192,-0.1122266517829364,0.7214369731542815,0.0748266461586019,-0.9843228925848556,2.3795646147326788,0.2742377726242508,1.5166595104030325,1,1,0.0005307803893088731,0.999469219610691
-0.8079253888517358,3.2428523053751843,1.2096507347910814,-1.0378892544489613,-0.6967404631523966,-0.3255139949592866,-1.4570837279180442,-1.6615368018960597,0.969787451235409,-0.8505280393775264,1.826353911910158,1,1,0.04148750389539236,0.9585124961046083
0.3825344179042587,0.2209479522665079,0.2388138805123832,-0.8772874355787159,-0.5408701134538738,0.1153074652990578,-0.5784880721976148,-1.1874870653781944,-0.5742542040235055,1.918126267088386,1.4392359100262515,1,1,0.0002497821675737587,0.9997502178324267
-1.284109311554134,-0.223449746720062,-1.0556352585258806,1.7224545073833823,-0.1122266517829364,-0.711232772685338,0.8858380206697676,0.7087118806931539,1.2383164347586988,-1.023568933531646,-0.1866596978861572,0,0,0.9281664003623914,0.07183359963760934
0.5015803985798577,-0.1345702069227479,0.8051353788416239,-0.9375131176550578,1.2906064955037686,-0.766335455217631,-0.3757352285698234,-1.2213477608437509,0.0299360089038949,-0.5909666981463473,1.826353911910158,0,1,0.22548517347314942,0.7745148265268498
0.6206263792554577,-1.0233656048958883,-0.1657014754370741,-0.9977387997314,0.4333195721618934,0.1704101478313509,0.6155008958327124,-0.3409696787392082,-0.1714607287385708,0.3607582197013106,-0.3415068986397193,1,0,0.6249990555513998,0.37500094444859994
-0.8079253888517358,1.465261509428904,-0.6511199025764232,-0.3954819789679794,0.745060271558939,1.4928745286063845,1.516624645289563,-0.0700841150147192,0.4327294841888295,0.2742377726242508,-0.4963540993932813,0,0,0.9990867300591958,0.0009132699408046714
-0.8079253888517358,-1.201124684490516,-0.0038953330572909,-1.0579644818077418,0.3943519847372627,-0.766335455217631,-1.299387071763095,-1.052044283515969,0.9026552053545852,-0.2448849098381078,0.3553055047513128,1,1,0.057382298999751793,0.942617701000249
0.1444424565530595,1.5541410492262178,-2.10737518399447,-1.0579644818077418,-0.4629349386046124,-0.9867461853468033,0.255051396049972,-1.052044283515969,-1.1113121710700848,-1.2831302747628253,0.0456111032441872,0,0,0.9254442212670675,0.0745557787329329
-0.8079253888517358,0.4875865716584496,-2.430987468754036,-1.0378892544489613,0.6671250967096775,-0.3255139949592866,-0.4433195097790872,-0.2393875923425389,0.2313327465463637,0.4472786667783705,-1.0383193020307513,0,0,0.9982830886012042,0.0017169113987960043
-0.2126954854737385,-0.4012088263146902,-1.6219567568551212,-1.0378892544489613,-0.2291294140568283,2.5398254967199523,0.7731975519876612,-0.7134373288603666,-0.3057252205002156,-0.5909666981463473,-0.4963540993932813,0,0,0.9885495002218871,0.011450499778112974
-0.2126954854737385,-0.5789679059093181,-0.1657014754370741,-0.857212208219935,-0.0342914769336749,-0.2704113124269935,-0.9839937594531976,-0.5102731560669904,0.969787451235409,1.312483137548968,0.2004583039977493,1,1,0.018130915996431622,0.9818690840035676
0.6206263792554577,-0.4900883661120043,-0.3275076178168573,0.7488059804825193,0.1215788727648479,-0.766335455217631,-0.7812409158254062,0.7087118806931539,-0.3728574663810396,-1.1966098276857655,-0.7286249005236258,0,0,0.7793529453794985,0.220647054620502
-1.0460173502029348,-0.223449746720062,-0.4084106890067484,-0.3151810695328568,0.6281575092850468,-0.2153086298947005,1.3814560828710354,0.7764332716242669,3.3865483029450134,1.918126267088386,-0.3415068986397193,0,0,0.7128295658917982,0.2871704341082035
0.2634884372286585,0.3987070318611361,-1.0556352585258806,-0.0542031138687079,0.6281575092850468,0.6663342906219885,0.5479166146234485,0.1669407532442134,-0.1043284828577498,-0.5909666981463473,-0.3415068986397193,0,0,0.9743375362999518,0.025662463700048384
0.0253964758774605,-0.7567269855039463,-0.0038953330572909,-0.9174378902962772,-0.5019025260292431,0.7214369731542815,-0.0828700099963469,-1.424511933637127,0.4327294841888295,-0.6774871452234071,1.6715067111565944,1,1,0.0002485395068220713,0.9997514604931773
0.6206263792554577,-0.4012088263146902,0.3197169517022749,1.4313637106810626,0.5112547470111546,0.9418477032834536,1.178703239243244,1.1489009217454629,-1.2455766628317295,-0.4179258039922275,-1.0383193020307513,0,0,0.9982011878349191,0.001798812165081196
0.6206263792554577,-0.4012088263146902,0.3197169517022749,1.4313637106810626,0.5112547470111546,0.9418477032834536,1.178703239243244,1.1489009217454629,-1.2455766628317295,-0.4179258039922275,-1.0383193020307513,0,0,0.9982011878349191,0.001798812165081196
0.3825344179042587,-0.223449746720062,1.047844592411299,2.4853131470170484,0.1995140476141091,0.5561289255574023,2.5979731446377836,1.9954183083844488,-0.97704767930844,0.2742377726242508,-1.1931665027843137,0,0,0.999990567569148,9.432430851223252e-06
0.3825344179042587,0.1320684124691938,1.3714568771708644,1.3912132559635015,0.355384397312632,1.8234906238001425,1.246287520452508,1.3859257900043578,-1.1784444169509087,-0.1583644627610484,-0.9608957016539704,0,0,0.9998853547137523,0.00011464528624762506
-0.2126954854737385,1.0208638104423338,0.0770077381326005,0.5681289342534932,0.0826112853402172,-0.3255139949592866,0.2325233023135508,0.9118760534865302,0.2313327465463637,0.1877173255471909,-1.0383193020307513,0,0,0.9313239123828432,0.06867608761715764
-1.6412472535809322,1.6874603589221888,-2.673696682323711,-0.9776635723726192,0.7060926841343083,-1.4826703281374407,-0.8262971032982487,-0.0362234195491627,2.983754827660079,-0.7640075923004666,-0.5737776997700638,0,0,0.9998281880731612,0.00017181192683979338
0.3825344179042587,0.1320684124691938,1.3714568771708644,1.3912132559635015,0.355384397312632,1.8234906238001425,1.246287520452508,1.3859257900043578,-1.1784444169509087,-0.1583644627610484,-0.9608957016539704,0,0,0.9998853547137523,0.00011464528624762506
-1.165063330878534,0.5764661114557638,-2.350084397564145,-0.1345040233038305,-0.0342914769336749,-0.766335455217631,-1.186746603080989,-0.2393875923425389,0.2313327465463637,0.1877173255471909,-0.1866596978861572,0,0,0.9671199152194778,0.03288008478052156
1.096810301957855,-0.4900883661120043,-0.0847984042471825,1.1703857550169137,0.2774492224633705,0.3908208779605231,-0.0378138225235043,1.4536471809354707,-1.1784444169509087,0.4472786667783705,-1.2705901031610944,0,0,0.9704659288712139,0.02953407112878617
0.6206263792554577,0.843104730847706,-0.8129260449562061,0.1264739323603183,-0.5408701134538738,-0.3255139949592866,-0.3081509473605596,-0.0362234195491627,-0.3057252205002156,-0.5909666981463473,0.0456111032441872,0,1,0.41707373960526245,0.5829262603947369
-1.403155292229733,-0.3123292865173761,-0.6511199025764232,0.8090316625588616,-1.0474487499740728,-1.5377730106697338,-1.862589415173627,-0.0362234195491627,1.3725809265203437,-1.023568933531646,0.1230347036209683,0,0,0.6167463696680122,0.3832536303319889
-0.4507874468249376,-0.4900883661120043,-0.0847984042471825,0.2469252965130023,-0.3460321763307205,0.7214369731542815,1.426512270343878,0.5732690988309282,1.7753744018052782,0.4472786667783705,-0.5737776997700638,1,0,0.7951636292639049,0.20483637073609534
-0.4507874468249376,1.1541831201383048,0.5624261652719496,1.3510628012459398,-0.3460321763307205,1.3275664810095051,2.2825798323278863,1.2843437036076886,0.2984649924271847,0.7068400080095492,-1.1157429024075325,0,0,0.9997555993015194,0.00024440069848144687
-0.3317414661493386,-0.4900883661120043,-0.48931376019664,1.8930939399330184,-0.4629349386046124,0.6112316080896953,1.088590864297559,1.3859257900043578,0.3655972383080086,0.1877173255471909,-0.9608957016539704,0,0,0.9832018818612133,0.01679811813878667
0.2634884372286585,0.6653456512530779,2.7468090873990203,0.8291068899176421,-0.0732590643583056,0.7765396556865746,0.3451637709956571,1.1489009217454629,-0.1714607287385708,-0.4179258039922275,-1.348013703537877,0,0,0.9999435271819549,5.647281804541836e-05
